Price,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open
Ticker,AMZN,GOOG,META,NVDA,AMZN,GOOG,META,NVDA,AMZN,GOOG,META,NVDA,AMZN,GOOG,META,NVDA
Date,,,,,,,,,,,,,,,,
2024-03-28,180.3800048828125,151.542236328125,483.81494140625,90.3263168334961,181.6999969482422,151.9503072206797,491.0983981037076,91.2700069314821,179.25999450683594,150.61662766569765,483.38651172011987,89.163696917333,180.1699981689453,151.28346744318867,491.0485616057965,89.97043098866838
2024-04-01,180.97000122070312,155.76223754882812,489.5639953613281,90.33331298828125,183.0,156.25988048029402,495.62188175816783,92.1947007975338,179.9499969482422,150.93509503886602,480.0287741074697,89.17469715880289,180.7899932861328,151.11425439135942,485.4290862996602,90.26933865065378
2024-04-02,180.69000244140625,155.1352081298828,495.5621032714844,89.42261505126953,180.7899932861328,155.25465276475865,495.7215253357514,90.06440242112468,178.3800048828125,152.7365806566567,482.8883380254279,87.59121620163441,179.07000732421875,154.02049278342562,483.3367144815945,88.41893947358703
2024-04-03,182.41000366210938,155.6328582763672,504.8980712890625,88.93477630615234,182.8699951171875,155.8120176435374,505.3962538689054,90.3443168469122,179.8000030517578,153.40541695878758,496.9371233933013,88.3709661913593,179.89999389648438,154.189696694263,497.1164618244484,88.45493823513225
2024-04-04,180.0,151.22373962402344,509.06292724609375,85.87677764892578,185.10000610351562,155.44374205201333,528.0735621028697,90.60422800372173,180.0,151.16402490088885,508.7241363163239,85.85178433643762,184.0,154.34893669187858,514.5429055027722,90.37629845117095
2024-04-05,185.07000732421875,153.21432495117188,525.4232177734375,87.97908782958984,186.27000427246094,154.11007625117927,528.7709900364625,88.45193199631433,181.97000122070312,150.3687936097494,512.5401630444132,85.89777114739914,182.3800048828125,150.9649689349857,514.9812697911904,86.83745712010142
2024-04-08,185.19000244140625,155.40394592285156,517.362548828125,87.10437774658203,187.2899932861328,155.91651757401127,529.5580472302196,88.80081883400379,184.80999755859375,153.26408722854015,517.0038720076625,86.70350850941023,186.89999389648438,153.28896330227423,527.3561194046334,88.67085666122206
2024-04-09,185.6699981689453,157.39450073242188,515.0211181640625,85.3259506225586,187.33999633789062,159.1362509369547,523.9584834633949,87.60620698800746,184.1999969482422,155.90157198567948,504.8980152105673,82.99472376686872,187.24000549316406,156.6082316080211,520.3317000897688,87.41326961083752
2024-04-10,185.9499969482422,156.91677856445312,517.9405517578125,87.01040649414062,186.27000427246094,157.4144215142172,520.6606093608502,87.3712879556285,182.6699981689453,155.4636544689247,503.9615184655781,83.68149867040677,182.77000427246094,157.1357426772979,507.43885377613293,83.89843024698811
2024-04-11,189.0500030517578,160.03201293945312,521.2583618164062,90.58623504638672,189.77000427246094,160.36045910838484,521.9558295796515,90.70919574606373,185.50999450683594,157.18549466223584,515.4097032879945,86.89745219051976,186.74000549316406,157.59356552547138,519.2158254344968,87.39128560717941
2024-04-12,186.1300048828125,158.43955993652344,510.039306640625,88.15702819824219,188.3800048828125,160.93772200076836,518.2991821255071,90.1453808587556,185.0800018310547,157.8523449185831,507.4786409454992,87.50124546153059,187.72000122070312,158.65354275354042,515.8680487630246,89.66953167082109
2024-04-15,183.6199951171875,155.59304809570312,498.4117431640625,85.97274780273438,188.69000244140625,160.0718346896375,516.6452434055009,90.58323225547265,183.0,155.41388873477973,495.4724538488081,85.9007728583494,187.42999267578125,159.5244244018962,514.8417641277158,89.06873054875433
2024-04-16,183.32000732421875,155.26458740234375,497.9434509277344,87.38628387451172,184.8300018310547,156.48878470454247,502.9352195908948,88.08904823109181,182.25999450683594,154.3190689138674,495.30305898761117,86.03572977127556,183.27000427246094,154.90628390086408,496.2994241252725,86.40460421758179
2024-04-17,181.27999877929688,156.1404571533203,492.373779296875,84.00739288330078,184.57000732421875,157.9329619598977,501.3310922605612,88.7458333599475,179.82000732421875,155.39895882932524,485.36933351230493,83.92241409948026,184.30999755859375,156.44899335301892,501.2713127841246,88.3109710984958
2024-04-18,179.22000122070312,156.7177276611328,499.97601318359375,84.6431884765625,182.38999938964844,157.73788965449194,510.34820830690745,86.16169439997329,178.64999389648438,155.47362026100805,497.22606608419835,82.37493650827429,181.47000122070312,156.1852460490335,498.00322967417003,84.94209387359811
2024-04-19,174.6300048828125,154.9859161376953,479.3214111328125,76.17497253417969,179.0,157.24521930392896,500.9724073362612,84.29630512599306,173.44000244140625,153.18445115165247,474.0008246461211,75.58117346384236,178.74000549316406,157.00634522902195,500.9724073362612,83.12269469975273
2024-04-22,177.22999572753906,157.2053985595703,479.97894287109375,79.49188232421875,178.8699951171875,158.43457720422234,490.2215742917529,80.04670035538005,174.55999755859375,154.92620062224327,471.6792050393255,76.3749101252901,176.94000244140625,155.2745415611511,487.93988983056084,78.07834524781059
2024-04-23,179.5399932861328,159.16612243652344,494.2967529296875,82.39592742919922,179.92999267578125,159.72348012158997,496.947087855681,82.74181446817349,175.97999572753906,157.2203366413251,487.19266460356954,80.23763989778655,178.0800018310547,157.84239034106147,489.46437591061385,80.74247130165297
2024-04-24,176.58999633789062,160.34056091308594,491.7062072753906,79.65082550048828,180.32000732421875,160.6291871352953,508.14623244265294,84.05437709629325,176.17999267578125,158.0713103277153,482.8186166545257,79.1569845005292,179.94000244140625,158.340026580058,506.2132815965154,83.92241667959377
2024-04-25,173.6699981689453,157.2053985595703,439.7756652832031,82.60486602783203,173.9199981689453,157.53384471581393,444.1496925847887,83.29563335625151,166.32000732421875,152.04783561586922,412.99336454601143,78.19730980842563,169.67999267578125,152.63704010672708,419.86827816399943,78.84209462361733
2024-04-26,179.6199951171875,172.87120056152344,441.6787109375,87.70618438720703,180.82000732421875,175.58832666155163,444.81725504370945,88.30198930446801,176.1300048828125,170.59198747560998,430.3898768860217,83.3596128981717,177.8000030517578,175.16036103860196,439.85534570558576,83.79047109382074
2024-04-29,180.9600067138672,167.10848999023438,431.0474548339844,87.7281723022461,183.52999877929688,170.5720957211152,438.1615160803969,87.96308807915567,179.38999938964844,166.27245351182466,427.00221505307695,85.23798574736955,182.75,169.96497073841974,437.9622309022969,87.56622296271497
2024-04-30,175.0,163.86387634277344,428.60638427734375,86.37361907958984,182.99000549316406,169.06921754993925,438.0220161367784,88.78982495986544,174.8000030517578,163.72453691882748,428.15800782404466,86.27165520822136,181.08999633789062,166.59096528212498,429.4831600152305,87.21134125053536
2024-05-01,179.0,164.78948974609375,437.5935974121094,83.01371765136719,185.14999389648438,168.01420626410095,448.3244387572749,85.9717451202874,176.55999755859375,164.12263484487258,425.55748979180964,81.22830132116862,181.63999938964844,165.39659955094953,427.0420944900981,85.04905184528752
2024-05-02,184.72000122070312,167.66586303710938,440.0745544433594,85.78881072998047,185.10000610351562,167.73552515030133,442.3462657809091,86.20867093085921,179.91000366210938,164.9089169463527,430.7087280659752,83.17266601309362,180.85000610351562,165.8842928390392,437.24488105143956,84.42125626969049
2024-05-03,186.2100067138672,168.193359375,450.3171691894531,88.75983428955078,187.8699951171875,169.04930580388765,452.5191579879948,89.25166943381491,185.4199981689453,164.20225344161207,442.2366626961111,87.01140828668458,186.99000549316406,168.7407544368837,444.30908875789413,87.76016278941914
2024-05-06,188.6999969482422,169.02940368652344,463.9873046875,92.10973358154297,188.75,169.0990658013136,464.465570894487,92.18970913389045,184.8000030517578,167.09854663956006,451.69216267855865,89.02574784622284,186.27999877929688,168.42227868914688,453.92401083119677,89.36063689142837
2024-05-07,188.75999450683594,172.16455078125,466.53802490234375,90.52425384521484,189.94000244140625,172.65224633966483,469.8160748777237,91.75084815179432,187.30999755859375,169.1986030506817,459.63322146185084,88.98176145323684,188.9199981689453,169.31803249892306,464.59513103388576,91.06807385977748
2024-05-08,188.0,170.35311889648438,470.8821716308594,90.3823013305664,188.42999267578125,171.09858090402184,473.8513202902337,91.16404211729393,186.38999938964844,169.71812607859013,461.31706019769786,89.39062281924463,187.44000244140625,169.9450480790918,461.81524276810575,89.45360566200054
2024-05-09,189.5,170.77113342285156,473.6919250488281,88.71784973144531,191.6999969482422,171.62707978843494,474.34949927894843,91.04208295679378,187.44000244140625,169.12890279808695,465.93023214661764,88.20202038816478,188.8800048828125,170.34315264663212,468.29161264745665,90.4992620554592
2024-05-10,187.47999572753906,169.48721313476562,474.4690856933594,89.84847259521484,189.88999938964844,170.53226626790192,475.76434819594465,91.3709748992257,186.92999267578125,167.11844324476036,467.89306977309053,89.19768547851668,189.16000366210938,168.890050763585,475.35583484503064,90.2753342742342
2024-05-13,186.57000732421875,170.0943603515625,466.3088684082031,90.36931610107422,188.30999755859375,170.14412768572356,471.62945471547624,90.96811842024397,185.36000061035156,164.9785912490824,461.16762053219,88.49992744150495,188.0,165.06518671425982,471.0316295379581,90.44828491109924
2024-05-14,187.07000732421875,171.11947631835938,470.1349182128906,91.32599639892578,187.72000122070312,171.96547530339564,470.82241262247226,91.62089767401247,183.4499969482422,169.61660026263462,458.4076805354275,88.90478722070216,183.82000732421875,170.78108279908716,461.68573050507666,89.56956971282393
2024-05-15,185.99000549316406,173.060302734375,479.7896423339844,94.59890747070312,186.72000122070312,173.2255205444955,480.74614428336014,94.83083350687552,182.72999572753906,171.21901789802692,469.4872312016632,91.5689050462718,185.97000122070312,171.48774932095938,473.25348993439434,92.44161932872312
2024-05-16,183.6300048828125,174.60299682617188,471.5098876953125,94.3280029296875,187.30999755859375,175.5087106331646,475.9536677204274,95.78752238437566,183.4600067138672,173.22951262162755,471.0316214801493,94.07208269713682,185.60000610351562,173.77692289985708,473.27344305250324,94.87882442022669
2024-05-17,184.6999969482422,176.4542236328125,470.1947021484375,92.44861602783203,185.3000030517578,176.65825905676155,471.0814513592593,94.70887485375151,183.35000610351562,174.15511572356067,466.7173973529921,91.77584059273352,183.75999450683594,174.722435954081,469.1186107116518,94.33800216120143
2024-05-20,183.5399932861328,177.6187286376953,467.1358337402344,94.74886322021484,186.6699981689453,179.1016949111226,471.4800016099991,95.16872341830162,183.27999877929688,176.3895499420499,465.3423886311172,93.40930707577944,184.33999633789062,176.47414073902465,468.2418148692893,93.71920279909754
2024-05-21,183.14999389648438,178.69361877441406,462.941162109375,95.35466766357422,183.25999450683594,178.97231279047915,468.9891060973983,95.36866300361463,180.75,176.474135532202,460.5897244545208,93.14939104451075,182.3000030517578,177.55899348782262,465.4221016970654,93.56825212335475
2024-05-22,183.1300048828125,177.160888671875,466.0796813964844,94.91881561279297,185.22000122070312,178.00887723264987,471.9980927279,95.98846392246197,181.97000122070312,175.94663866940007,463.9574187949519,93.21837781672151,183.8800048828125,177.55899695369803,466.16935060979057,95.42765114316352
2024-05-23,181.0500030517578,174.2347412109375,464.0869445800781,103.76490783691406,184.75999450683594,179.06188373408688,472.63574393448664,106.2850758370863,180.0800018310547,173.71718830847908,459.8623661995607,101.48664948420172,183.66000366210938,177.93720584610716,471.1611430164987,101.99448585081109
2024-05-24,180.75,175.49876403808594,476.4817199707031,106.43402862548828,182.44000244140625,176.4681715297921,478.10579995092274,106.44002335978084,180.3000030517578,174.37408611469655,464.60503458401325,102.96616635990915,181.64999389648438,175.6878707884106,465.92024381535487,104.41468788795488
2024-05-28,182.14999389648438,177.1807861328125,478.1755676269531,113.86357879638672,182.24000549316406,177.66846646558616,479.1121228771075,114.90123977492766,179.49000549316406,174.85180576931893,473.11401572762514,109.84690116806794,179.92999267578125,174.9115356755471,474.8476813275343,110.20778262251307
2024-05-29,182.02000427246094,176.56370544433594,472.6357421875,114.78727722167969,184.0800018310547,177.3897945303486,478.10580735499315,115.45405793078952,181.5500030517578,175.42908017169887,471.9781679682956,110.86457027293942,181.6999969482422,175.976490431931,472.9346699665159,113.01286640628571
2024-05-30,179.32000732421875,172.7418212890625,465.3523254394531,110.46369934082031,181.33999633789062,175.8570710684257,470.0153373933379,115.78095222554882,178.36000061035156,172.41337511409716,463.0208346658362,109.62697631949285,181.30999755859375,175.8570710684257,469.95555791760296,114.612337538274
2024-05-31,176.44000244140625,173.13992309570312,465.13311767578125,109.59699249267578,179.2100067138672,173.59774605548205,467.4148023246717,112.67997913664935,173.8699951171875,170.16401310971617,452.8080859511944,106.90487625910878,178.3000030517578,172.58255029510445,464.10686281384676,112.48303762096089
2024-06-03,178.33999633789062,173.59776306152344,475.75439453125,114.96221923828125,178.6999969482422,175.03097717260903,477.8567408480421,114.96221923828125,175.9199981689453,171.63704864383791,466.53801672351005,111.96620219037665,177.6999969482422,173.06031536329505,469.14848859966503,113.58367447543728
2024-06-04,179.33999633789062,174.3043975830078,475.2561950683594,116.39875793457031,179.82000732421875,174.36411229787996,477.1493131464151,116.561706418007,176.44000244140625,172.40339816301645,471.5098828447324,114.00754518844305,177.63999938964844,173.62759537846122,475.26616844981777,115.67800167050594
2024-06-05,181.27999877929688,176.2352752685547,493.2605285644531,122.39977264404297,181.5,177.13102647161713,494.84474550363467,122.4087647447128,178.75,174.46365245832024,482.15106322693237,117.42940615929226,180.10000610351562,175.70279368634698,482.689108921618,118.33210934086958
2024-06-06,185.0,177.50924682617188,491.96527099609375,120.958251953125,185.0,177.86755035862805,500.99233691067286,125.54574130546908,181.49000549316406,176.37462150453698,489.1057078527464,118.28113030159747,181.75,176.59357043122796,491.1881073877741,124.00724541916884
2024-06-07,184.3000030517578,175.12054443359375,491.16815185546875,120.8482894897461,186.2899932861328,178.5741875907091,497.09653661265514,121.65202623467715,183.36000061035156,174.9612950507807,488.3883150022529,117.98323363858707,184.89999389648438,177.61872166754497,494.10744118684374,119.7306529022316
2024-06-10,187.05999755859375,175.99740600585938,500.77313232421875,121.74999237060547,187.22999572753906,177.830812412341,500.8329118009078,123.05955958930451,183.7899932861328,173.7554643619359,491.61653412930673,116.9715638416941,184.07000732421875,175.81804276819278,492.06488020447483,120.33046067723372
2024-06-11,187.22999572753906,177.5518035888672,505.62542724609375,120.88021087646484,187.77000427246094,177.75108423529036,505.75495958151856,122.83972700807324,184.5399932861328,174.81165288916708,496.4588556425314,118.7107397776175,187.05999755859375,177.08348570749644,498.34200038373547,121.73999195116299
2024-06-12,186.88999938964844,178.91690063476562,506.9903869628906,125.16914367675781,188.35000610351562,181.42787947273285,512.1416076357833,126.84872997628844,185.42999267578125,177.14327694877989,502.6362765717381,122.53979453852547,188.02000427246094,179.10622257947298,512.1216608745848,123.02967165119686
2024-06-13,183.8300018310547,176.10699462890625,502.2676696777344,129.57806396484375,187.6699981689453,177.87064426133762,507.50852960132505,129.76801958856166,182.6699981689453,176.0272793318939,499.537608536514,127.12867070986337,186.08999633789062,177.2030457535148,503.8718029468352,129.3581169536998
2024-06-14,183.66000366210938,177.7311553955078,502.8262023925781,131.84751892089844,183.72000122070312,178.0898666483664,505.80828233509834,132.80727390157034,182.22999572753906,175.22218357185352,499.42522020615223,128.28839829543193,183.0800018310547,175.22218357185352,501.32018749550235,129.92799370452428
2024-06-17,184.05999755859375,178.13967895507812,505.2896423339844,130.94773864746094,185.0,179.2755953141092,509.3987374114916,133.69706139159663,181.22000122070312,175.8578875265829,494.6977439414019,129.54808953427707,182.52000427246094,176.34612280815062,500.3427732497189,132.9572533982128
2024-06-18,182.80999755859375,175.8180389404297,498.16851806640625,135.54660034179688,184.2899932861328,178.26923510757547,504.6613046706333,136.29641557179684,181.42999267578125,174.99100977195764,493.7103428728897,130.6578056523983,183.74000549316406,178.14965455035454,503.22511196152465,131.10769173939232
2024-06-20,186.10000610351562,177.0735321044922,500.3727111816406,130.74777221679688,186.50999450683594,178.09984190710827,502.3375005534766,140.72530869246972,182.72000122070312,175.82800902324556,495.45573089177043,129.4880881954488,182.91000366210938,176.07711363949488,500.67190532482755,139.765553796689
2024-06-21,189.0800018310547,179.6143798828125,493.47100830078125,126.53881072998047,189.27999877929688,181.8583130820366,502.1180843319888,130.5978154647857,185.86000061035156,177.42226238783712,491.08734711442,124.26937345205326,187.8000030517578,177.85073021689615,502.1180843319888,127.08867825178737
2024-06-24,185.57000732421875,180.14248657226562,497.590087890625,118.08089447021484,191.0,181.4278748991179,506.4565526889867,124.42932809847615,185.3300018310547,179.58449466770367,492.98231542757276,118.0109120255889,189.3300018310547,180.6307370908269,497.879329189251,123.2096275256971
2024-06-25,186.33999633789062,184.91534423828125,509.2491760253906,126.05892181396484,188.83999633789062,185.08473355620472,509.3588704025715,126.46882443182822,185.4199981689453,180.45636543703452,494.18911810475925,119.29059361747449,186.80999755859375,180.49623069074562,495.73500529039063,121.1701275508724
2024-06-26,193.61000061035156,184.70608520507812,511.7624816894531,126.36886596679688,194.8000030517578,185.26407711043942,512.4506586561395,128.0884358796131,186.25999450683594,183.33103806804897,503.34480817062513,122.56979895315696,186.9199981689453,183.5402774304899,505.3095975439335,126.09892820330649
2024-06-27,197.85000610351562,186.19076538085938,518.1854248046875,123.9594497680664,199.83999633789062,186.8284726259236,521.4966485589007,126.37885933630702,194.1999969482422,184.78581161771882,512.5404259555387,122.8897136949346,195.00999450683594,184.980120527237,512.8894756293444,124.06942327696439
2024-06-28,193.25,182.76307678222656,502.8860168457031,123.50955963134766,198.85000610351562,185.9117628453365,520.4992985037455,127.67853027804634,192.5,182.6684158097748,502.5070173188362,122.71975337861936,197.72999572753906,185.05484233965822,515.7818318583744,124.54930428199576
2024-07-01,197.1999969482422,183.82923889160156,503.34478759765625,124.26937866210938,198.3000030517578,184.67618542202868,505.239754781103,124.80923890749885,192.82000732421875,182.07553275022136,491.8652596909824,118.8007251119183,193.49000549316406,183.8192649768011,503.6140927525597,123.4395813225982
2024-07-02,200.0,185.94163513183594,508.1520690917969,122.6397705078125,200.42999267578125,186.2804137331941,509.149423496295,123.37959365292392,195.92999267578125,182.40434682998787,498.12866950132707,121.00017523772506,197.27999877929688,182.81288201616928,499.4352013362723,121.10014907077634
2024-07-03,197.58999633789062,186.71884155273438,508.6108703613281,128.24839782714844,200.02999877929688,186.9480135253479,509.92738554938944,128.24839782714844,196.75999450683594,184.72101781483107,504.68129136586316,121.33010435521813,199.94000244140625,185.63274915628548,505.0303715131761,121.63003350315482
2024-07-05,200.0,191.27249145507812,538.4815673828125,125.79899597167969,200.5500030517578,191.5714048253656,539.4390494858881,128.81825608276083,198.1699981689453,186.6491104769195,510.2464982359772,125.64903140778242,198.64999389648438,186.6491104769195,510.2464982359772,127.34860945857926
2024-07-08,199.2899932861328,189.79779052734375,527.9196166992188,128.16839599609375,201.1999969482422,190.99250141053892,541.3739172645955,130.73776982046533,197.9600067138672,188.6419566291613,525.2566976048726,127.0086858992603,200.0399932861328,190.67963062540326,540.9151123448542,127.4585719244731
2024-07-09,199.33999633789062,189.7579345703125,528.5978393554688,131.34764099121094,200.57000732421875,192.16926542683404,536.0580308916997,133.78704236722226,199.0500030517578,189.54868000321284,526.7926303012964,128.61830251041144,199.39999389648438,191.06324032448242,532.3379184075122,130.3178959397844
2024-07-10,199.7899932861328,191.96998596191406,533.275390625,134.87677001953125,200.11000061035156,192.61765188536268,537.4543077142633,135.0667256558596,197.69000244140625,189.9372837700379,526.9621206539213,132.38737791270125,200.0,190.06682303638334,529.3856843777168,133.99698191654937
2024-07-11,195.0500030517578,186.62918090820312,511.3436279296875,127.36861419677734,200.27000427246094,191.7208798554092,534.043424473812,136.1164508461357,192.86000061035156,186.15090430376924,507.02506620743,127.0187019512054,200.08999633789062,190.65470480345505,529.4855074283807,135.71655549549055
2024-07-12,194.49000549316406,186.11105346679688,497.5502014160156,129.20816040039062,196.47000122070312,188.01421652496057,506.7458105112051,131.88749271860638,193.8300018310547,185.47334621010972,492.9224926713077,127.18865386253758,194.8000030517578,186.25055145406782,496.44315260441283,128.22839089146464
2024-07-15,192.72000122070312,187.5159912109375,494.84735107421875,128.40835571289062,196.19000244140625,189.21985825223288,505.3395081572605,131.35762580228223,190.8300018310547,185.82208288068784,492.06472384159474,127.14866403247436,194.55999755859375,185.82208288068784,497.31081760153563,130.52782847793975
2024-07-16,193.02000427246094,184.8356170654297,488.4942321777344,126.32886505126953,196.6199951171875,189.65827857329185,502.6167744833756,129.00819736720675,192.24000549316406,184.45697320018698,484.5048144790846,124.54930487008038,195.58999633789062,188.28323149134974,500.17324396821596,128.40835436238444
2024-07-17,187.92999267578125,181.96592712402344,460.7677307128906,117.96092224121094,191.5800018310547,184.5665798102319,477.9023017376505,121.81997165296215,185.99000549316406,180.96950870331733,457.905328571596,116.6912385563928,191.35000610351562,184.01854663801583,477.9023017376505,121.32009486519661
2024-07-18,183.75,178.578125,474.5910949707031,121.0601577758789,189.67999267578125,183.39082818525517,477.97211054275687,122.36984015709355,181.4499969482422,177.57174778728617,463.31101919766354,116.53127526261207,189.58999633789062,182.88264501899772,473.74333764754465,121.81997263511246
2024-07-19,183.1300048828125,178.74749755859375,475.52862548828125,117.90094757080078,184.92999267578125,181.31825887509234,485.4223643535943,121.57004161457283,180.11000061035156,178.21939701881587,474.4514656631318,117.34108797082892,181.13999938964844,179.7239833410327,474.8005457997421,120.32034955926778
